txn_id,sender_id,sender_name,sender_account,receiver_id,receiver_name,receiver_account,amount_inr,timestamp,day,txn_type,ground_truth_flag
UP-TXN-00066,UP00250,Rajesh Gurjar,UBIN000000000250,UP00323,Rajesh Siddiqui,PUNB000000000323,48099,2024-08-04 18:17:00,217,UPI,hawala_structuring
UP-TXN-00067,UP00517,Gufran Bind,UBIN000000000517,UP00515,Aslam Shukla,SBIN000000000515,396574,2024-08-24 17:26:00,237,RTGS,none
UP-TXN-00068,UP00350,Aslam Pandey,BARB000000000350,UP00513,Satish Shukla,PUNB000000000513,206338,2024-06-27 19:16:00,179,RTGS,none
UP-TXN-00069,UP00528,Rakesh Rawat,HDFC000000000528,UP00206,Pramod Yadav,BARB000000000206,47195,2024-07-02 17:52:00,184,UPI,hawala_structuring
UP-TXN-00070,UP00211,Satish Shukla,SBIN000000000211,UP00075,Anil Chauhan,PUNB000000000075,45053,2024-03-11 14:48:00,71,IMPS,hawala_structuring
UP-TXN-00071,UP00462,Mahesh Srivastav,PUNB000000000462,UP00499,Akhilesh Bind,SBIN000000000499,46697,2024-07-10 09:18:00,192,UPI,hawala_structuring
UP-TXN-00072,UP00235,Imran Srivastav,UBIN000000000235,UP00209,Satish Pal,HDFC000000000209,45341,2024-08-09 17:37:00,222,IMPS,hawala_structuring
UP-TXN-00073,UP00598,Virendra Mishra,UBIN000000000598,UP00486,Deepak Rawat,BARB000000000486,248485,2024-04-22 13:54:00,113,RTGS,none
UP-TXN-00074,UP00579,Mukhtar Tripathi,BARB000000000579,UP00310,Sanjay Dubey,SBIN000000000310,413219,2024-08-17 09:03:00,230,RTGS,none
UP-TXN-00075,UP00260,Munna Rajput,SBIN000000000260,UP00061,Sonu Khan,SBIN000000000061,46060,2024-03-05 17:07:00,65,IMPS,hawala_structuring
UP-TXN-00076,UP00168,Ravindra Srivastav,PUNB000000000168,UP00255,Gufran Tomar,SBIN000000000255,49153,2024-08-05 18:00:00,218,NEFT,hawala_structuring
UP-TXN-00077,UP00565,Ravindra Tomar,PUNB000000000565,UP00451,Alok Chaudhary,UBIN000000000451,99527,2024-08-22 17:13:00,235,Bank Transfer,none
UP-TXN-00078,UP00263,Ajay Gautam,UBIN000000000263,UP00181,Sanjay Yadav,UBIN000000000181,48651,2024-05-20 17:17:00,141,IMPS,hawala_structuring
UP-TXN-00079,UP00442,Dhananjay Gupta,PUNB000000000442,UP00130,Brijesh Nagar,BARB000000000130,48739,2024-02-17 18:55:00,48,IMPS,hawala_structuring
UP-TXN-00080,UP00562,Anil Bind,BARB000000000562,UP00196,Gufran Jaiswal,BARB000000000196,130284,2024-03-18 16:21:00,78,Bank Transfer,none
UP-TXN-00081,UP00405,Sonu Gautam,UBIN000000000405,UP00141,Mahesh Dubey,UBIN000000000141,46457,2024-06-27 10:13:00,179,IMPS,hawala_structuring
UP-TXN-00082,UP00097,Atiq Pandey,HDFC000000000097,UP00065,Munna Srivastav,PUNB000000000065,49400,2024-06-16 15:09:00,168,IMPS,hawala_structuring
UP-TXN-00083,UP00551,Rajesh Gupta,HDFC000000000551,UP00459,Alok Chauhan,PUNB000000000459,194896,2024-05-25 16:33:00,146,IMPS,none
UP-TXN-00084,UP00110,Manoj Khan,SBIN000000000110,UP00574,Chhotu Rajput,SBIN000000000574,48854,2024-07-20 19:21:00,202,NEFT,hawala_structuring
UP-TXN-00085,UP00066,Sanjay Nishad,BARB000000000066,UP00534,Imran Jaiswal,PUNB000000000534,45337,2024-03-06 15:44:00,66,UPI,hawala_structuring
UP-TXN-00086,UP00600,Imran Chaudhary,SBIN000000000600,UP00260,Munna Rajput,SBIN000000000260,355281,2024-08-23 19:25:00,236,RTGS,none
UP-TXN-00087,UP00313,Satish Gurjar,SBIN000000000313,UP00445,Manoj Chauhan,PUNB000000000445,375588,2024-07-03 13:48:00,185,RTGS,none
UP-TXN-00088,UP00091,Rakesh Pal,SBIN000000000091,UP00062,Manoj Chauhan,UBIN000000000062,75309,2024-05-29 14:41:00,150,IMPS,none
UP-TXN-00089,UP00195,Pramod Siddiqui,PUNB000000000195,UP00162,Deepak Pal,PUNB000000000162,308436,2024-02-16 14:22:00,47,RTGS,none
UP-TXN-00090,UP00566,Ajay Rajput,PUNB000000000566,UP00495,Tariq Chaudhary,PUNB000000000495,384982,2024-07-03 10:53:00,185,RTGS,none
UP-TXN-00091,UP00223,Rakesh Bind,SBIN000000000223,UP00145,Akhilesh Shukla,SBIN000000000145,47808,2024-03-13 11:13:00,73,IMPS,hawala_structuring
UP-TXN-00092,UP00365,Brijesh Yadav,PUNB000000000365,UP00477,Chhotu Rajput,SBIN000000000477,49518,2024-03-10 09:13:00,70,UPI,hawala_structuring
UP-TXN-00093,UP00596,Neeraj Shukla,PUNB000000000596,UP00347,Babloo Tripathi,UBIN000000000347,48791,2024-03-02 10:53:00,62,NEFT,hawala_structuring
UP-TXN-00094,UP00570,Mahesh Bind,BARB000000000570,UP00528,Rakesh Rawat,HDFC000000000528,45449,2024-02-07 17:30:00,38,NEFT,hawala_structuring
UP-TXN-00095,UP00418,Ajay Maurya,PUNB000000000418,UP00485,Sonu Singh,SBIN000000000485,82106,2024-04-05 10:47:00,96,NEFT,none
UP-TXN-00096,UP00368,Brijesh Chauhan,BARB000000000368,UP00450,Neeraj Nagar,UBIN000000000450,49487,2024-08-11 17:33:00,224,NEFT,hawala_structuring
UP-TXN-00097,UP00076,Mahesh Mishra,PUNB000000000076,UP00403,Imran Verma,SBIN000000000403,49158,2024-02-08 19:31:00,39,NEFT,hawala_structuring
UP-TXN-00098,UP00102,Deepak Gautam,SBIN000000000102,UP00473,Chhotu Srivastav,SBIN000000000473,437944,2024-07-29 18:03:00,211,RTGS,none
UP-TXN-00099,UP00338,Sonu Shukla,PUNB000000000338,UP00207,Dhananjay Pandey,SBIN000000000207,45056,2024-03-16 12:49:00,76,NEFT,hawala_structuring
UP-TXN-00100,UP00553,Pramod Chaudhary,PUNB000000000553,UP00280,Pappu Gupta,HDFC000000000280,72742,2024-05-23 12:10:00,144,Bank Transfer,none
UP-TXN-00101,UP00466,Aslam Tripathi,UBIN000000000466,UP00474,Neeraj Pal,BARB000000000474,446119,2024-04-26 19:39:00,117,RTGS,none
UP-TXN-00102,UP00382,Atiq Nagar,PUNB000000000382,UP00221,Deepak Kushwaha,SBIN000000000221,46343,2024-01-27 11:28:00,27,IMPS,hawala_structuring
UP-TXN-00103,UP00568,Brijesh Gautam,BARB000000000568,UP00467,Mahesh Pal,SBIN000000000467,45379,2024-05-22 09:35:00,143,IMPS,hawala_structuring
UP-TXN-00104,UP00599,Sanjay Gupta,PUNB000000000599,UP00373,Mukhtar Dubey,SBIN000000000373,358409,2024-05-03 09:36:00,124,RTGS,none
UP-TXN-00105,UP00233,Pappu Tripathi,SBIN000000000233,UP00402,Ajay Dubey,SBIN000000000402,48928,2024-08-23 19:04:00,236,NEFT,hawala_structuring
UP-TXN-00106,UP00485,Sonu Singh,SBIN000000000485,UP00567,Tariq Pandey,SBIN000000000567,187362,2024-05-03 12:27:00,124,IMPS,none
UP-TXN-00107,UP00196,Gufran Jaiswal,BARB000000000196,UP00067,Rakesh Mishra,BARB000000000067,287031,2024-02-15 13:43:00,46,RTGS,none
UP-TXN-00108,UP00360,Atiq Chaudhary,UBIN000000000360,UP00319,Vikram Chauhan,HDFC000000000319,185326,2024-03-06 16:54:00,66,Bank Transfer,none
UP-TXN-00109,UP00073,Akhilesh Khan,PUNB000000000073,UP00170,Rakesh Srivastav,UBIN000000000170,46437,2024-03-07 11:02:00,67,IMPS,hawala_structuring
UP-TXN-00110,UP00579,Mukhtar Tripathi,BARB000000000579,UP00307,Neeraj Shukla,SBIN000000000307,27057,2024-03-10 11:22:00,70,NEFT,none
UP-TXN-00111,UP00510,Rajesh Qureshi,BARB000000000510,UP00447,Deepak Tripathi,PUNB000000000447,46504,2024-03-22 16:07:00,82,IMPS,hawala_structuring
UP-TXN-00112,UP00406,Satish Shukla,PUNB000000000406,UP00496,Ravindra Yadav,HDFC000000000496,305724,2024-06-19 19:41:00,171,RTGS,none
UP-TXN-00113,UP00479,Manoj Singh,PUNB000000000479,UP00066,Sanjay Nishad,BARB000000000066,364985,2024-05-12 12:02:00,133,RTGS,none
UP-TXN-00114,UP00230,Tariq Qureshi,PUNB000000000230,UP00135,Sunil Shukla,HDFC000000000135,234946,2024-03-11 12:29:00,71,RTGS,none
UP-TXN-00115,UP00368,Brijesh Chauhan,BARB000000000368,UP00104,Alok Nagar,BARB000000000104,45353,2024-08-18 15:55:00,231,NEFT,hawala_structuring
UP-TXN-00116,UP00023,Sanjay Jaiswal,PUNB000000000023,UP00215,Guddu Khan,HDFC000000000215,46260,2024-05-26 13:13:00,147,UPI,hawala_structuring
UP-TXN-00117,UP00217,Abhay Bind,BARB000000000217,UP00575,Suresh Gautam,PUNB000000000575,49284,2024-08-21 16:18:00,234,IMPS,hawala_structuring
UP-TXN-00118,UP00003,Abhay Tripathi,SBIN000000000003,UP00324,Abhay Gupta,SBIN000000000324,47332,2024-01-13 14:05:00,13,IMPS,hawala_structuring
UP-TXN-00119,UP00512,Dhananjay Srivastav,UBIN000000000512,UP00222,Babloo Siddiqui,UBIN000000000222,292427,2024-07-19 19:56:00,201,RTGS,none
UP-TXN-00120,UP00580,Sunil Bind,SBIN000000000580,UP00482,Munna Singh,SBIN000000000482,46244,2024-05-01 12:01:00,122,Bank Transfer,hawala_structuring
UP-TXN-00121,UP00411,Amit Rajput,SBIN000000000411,UP00151,Dharmendra Nishad,PUNB000000000151,268127,2024-02-01 10:01:00,32,RTGS,none
UP-TXN-00122,UP00466,Aslam Tripathi,UBIN000000000466,UP00358,Akhilesh Nagar,UBIN000000000358,25521,2024-03-27 18:51:00,87,IMPS,none
UP-TXN-00123,UP00093,Abhay Nishad,UBIN000000000093,UP00365,Brijesh Yadav,PUNB000000000365,64197,2024-04-21 09:20:00,112,NEFT,none
UP-TXN-00124,UP00221,Deepak Kushwaha,SBIN000000000221,UP00354,Akhilesh Rajput,PUNB000000000354,48802,2024-08-09 10:56:00,222,IMPS,hawala_structuring
UP-TXN-00125,UP00569,Neeraj Qureshi,HDFC000000000569,UP00511,Munna Jaiswal,UBIN000000000511,45684,2024-02-03 11:29:00,34,IMPS,hawala_structuring
UP-TXN-00126,UP00301,Mukhtar Siddiqui,PUNB000000000301,UP00593,Vikram Dubey,UBIN000000000593,49591,2024-03-04 18:18:00,64,NEFT,hawala_structuring
UP-TXN-00127,UP00074,Rajesh Tripathi,PUNB000000000074,UP00006,Rizwan Chaudhary,BARB000000000006,48967,2024-06-14 16:57:00,166,IMPS,hawala_structuring
UP-TXN-00128,UP00244,Satish Bind,UBIN000000000244,UP00474,Neeraj Pal,BARB000000000474,46767,2024-03-22 12:31:00,82,UPI,hawala_structuring
UP-TXN-00129,UP00595,Aslam Maurya,SBIN000000000595,UP00493,Imran Tomar,PUNB000000000493,280140,2024-04-18 13:02:00,109,RTGS,none
UP-TXN-00130,UP00245,Babloo Ansari,BARB000000000245,UP00019,Tariq Gautam,PUNB000000000019,364630,2024-03-22 15:01:00,82,RTGS,none
UP-TXN-00131,UP00542,Virendra Kushwaha,SBIN000000000542,UP00212,Akhilesh Nagar,HDFC000000000212,374947,2024-01-05 19:39:00,5,RTGS,none
UP-TXN-00132,UP00120,Alok Srivastav,PUNB000000000120,UP00046,Rajesh Dubey,SBIN000000000046,50895,2024-08-11 12:34:00,224,IMPS,none
UP-TXN-00133,UP00349,Dharmendra Ansari,SBIN000000000349,UP00016,Sonu Tiwari,SBIN000000000016,46940,2024-06-08 17:12:00,160,UPI,hawala_structuring
UP-TXN-00134,UP00058,Suresh Jaiswal,UBIN000000000058,UP00218,Dharmendra Gupta,UBIN000000000218,47549,2024-04-06 16:27:00,97,IMPS,hawala_structuring
UP-TXN-00135,UP00290,Pramod Yadav,PUNB000000000290,UP00164,Akhilesh Yadav,HDFC000000000164,300206,2024-03-20 11:27:00,80,RTGS,none
UP-TXN-00136,UP00539,Akhilesh Pandey,PUNB000000000539,UP00306,Imran Rawat,SBIN000000000306,42077,2024-08-04 09:22:00,217,Bank Transfer,none
UP-TXN-00137,UP00546,Chhotu Rawat,SBIN000000000546,UP00092,Vikram Rawat,SBIN000000000092,189706,2024-07-28 16:32:00,210,IMPS,none
UP-TXN-00138,UP00293,Imran Singh,PUNB000000000293,UP00183,Vikram Tripathi,PUNB000000000183,60896,2024-05-16 14:54:00,137,IMPS,none
UP-TXN-00139,UP00130,Brijesh Nagar,BARB000000000130,UP00321,Imran Dubey,UBIN000000000321,51780,2024-08-15 10:00:00,228,Bank Transfer,none
UP-TXN-00140,UP00032,Babloo Tomar,SBIN000000000032,UP00018,Pankaj Siddiqui,SBIN000000000018,85967,2024-04-16 12:23:00,107,Bank Transfer,none
UP-TXN-00141,UP00592,Guddu Gurjar,SBIN000000000592,UP00063,Sanjay Pandey,SBIN000000000063,48525,2024-03-26 16:30:00,86,NEFT,hawala_structuring
UP-TXN-00142,UP00166,Guddu Shukla,UBIN000000000166,UP00029,Ramesh Gautam,PUNB000000000029,48137,2024-04-22 10:14:00,113,IMPS,hawala_structuring
UP-TXN-00143,UP00241,Guddu Srivastav,SBIN000000000241,UP00104,Alok Nagar,BARB000000000104,86124,2024-03-25 17:34:00,85,NEFT,none
UP-TXN-00144,UP00002,Rajesh Tiwari,HDFC000000000002,UP00287,Rajesh Gautam,SBIN000000000287,380846,2024-04-22 09:56:00,113,RTGS,none
UP-TXN-00145,UP00082,Ramesh Pandey,SBIN000000000082,UP00135,Sunil Shukla,HDFC000000000135,48710,2024-03-02 10:19:00,62,IMPS,hawala_structuring
UP-TXN-00146,UP00100,Rakesh Srivastav,HDFC000000000100,UP00584,Alok Pandey,PUNB000000000584,49313,2024-05-16 09:39:00,137,IMPS,hawala_structuring
UP-TXN-00147,UP00537,Guddu Srivastav,SBIN000000000537,UP00237,Sunil Gupta,SBIN000000000237,45998,2024-04-19 17:31:00,110,UPI,hawala_structuring
UP-TXN-00148,UP00369,Sonu Gautam,PUNB000000000369,UP00475,Pramod Gupta,UBIN000000000475,448887,2024-05-31 17:04:00,152,RTGS,none
UP-TXN-00149,UP00116,Tariq Gautam,PUNB000000000116,UP00060,Gufran Khan,SBIN000000000060,249189,2024-01-01 14:21:00,1,RTGS,none
UP-TXN-00150,UP00567,Tariq Pandey,SBIN000000000567,UP00078,Rizwan Gurjar,SBIN000000000078,46544,2024-03-23 16:21:00,83,UPI,hawala_structuring
UP-TXN-00151,UP00318,Abhay Rawat,BARB000000000318,UP00035,Rizwan Nagar,SBIN000000000035,47206,2024-08-16 14:47:00,229,IMPS,hawala_structuring
UP-TXN-00152,UP00147,Suresh Pal,PUNB000000000147,UP00272,Neeraj Chauhan,SBIN000000000272,245638,2024-06-06 19:02:00,158,RTGS,none
UP-TXN-00153,UP00576,Babloo Shukla,SBIN000000000576,UP00076,Mahesh Mishra,PUNB000000000076,157220,2024-06-26 16:38:00,178,Bank Transfer,none
UP-TXN-00154,UP00186,Sunil Rajput,SBIN000000000186,UP00397,Dhananjay Nagar,BARB000000000397,45723,2024-02-06 11:52:00,37,Bank Transfer,hawala_structuring
UP-TXN-00155,UP00518,Babloo Bind,PUNB000000000518,UP00485,Sonu Singh,SBIN000000000485,49561,2024-07-19 13:48:00,201,UPI,hawala_structuring
UP-TXN-00156,UP00499,Akhilesh Bind,SBIN000000000499,UP00354,Akhilesh Rajput,PUNB000000000354,284229,2024-08-04 09:02:00,217,RTGS,none
UP-TXN-00157,UP00201,Chhotu Maurya,BARB000000000201,UP00383,Alok Khan,BARB000000000383,46102,2024-03-28 14:51:00,88,UPI,hawala_structuring
UP-TXN-00158,UP00391,Dhananjay Pandey,BARB000000000391,UP00192,Gufran Chauhan,UBIN000000000192,209394,2024-05-11 19:19:00,132,RTGS,none
UP-TXN-00159,UP00276,Alok Gupta,PUNB000000000276,UP00171,Babloo Qureshi,PUNB000000000171,10960,2024-04-15 10:31:00,106,IMPS,none
UP-TXN-00160,UP00452,Imran Nagar,PUNB000000000452,UP00296,Imran Bind,SBIN000000000296,135964,2024-02-26 16:08:00,57,IMPS,none
UP-TXN-00161,UP00503,Ajay Kushwaha,SBIN000000000503,UP00502,Neeraj Qureshi,UBIN000000000502,376225,2024-03-03 14:38:00,63,RTGS,none
UP-TXN-00162,UP00417,Amit Verma,SBIN000000000417,UP00540,Ramesh Khan,PUNB000000000540,46194,2024-01-14 11:14:00,14,NEFT,hawala_structuring
UP-TXN-00163,UP00465,Abhay Nagar,SBIN000000000465,UP00230,Tariq Qureshi,PUNB000000000230,45191,2024-02-24 13:08:00,55,NEFT,hawala_structuring
