txn_id,sender_id,sender_name,sender_account,receiver_id,receiver_name,receiver_account,amount_inr,timestamp,day,txn_type,ground_truth_flag
KK-TXN-00022,KK00051,Pravin Kadam,SBIN000700000357,KK00049,Santosh Zaveri,HDFC000700000343,108000,2025-01-03 15:27:56,3,Hawala,none
KK-TXN-00023,KK00081,Deepak Kadam,MAHB000700000567,KK00087,Rafiq Deshmukh,MAHB000700000609,85000,2025-01-04 10:30:55,4,Hawala,none
KK-TXN-00024,KK00023,Prakash Deshmukh,BKID000700000161,KK00031,Anil Chavan,BKID000700000217,323500,2025-01-04 13:00:51,4,UPI,none
KK-TXN-00025,KK00136,Mangesh Shaikh,SBIN000700000952,KK00123,Nitin Shaikh,SBIN000700000861,233500,2025-01-04 14:55:49,4,Hawala,none
KK-TXN-00026,KK00082,Kishor Gaikwad,MAHB000700000574,KK00091,Ashok More,MAHB000700000637,303500,2025-01-04 18:16:50,4,Hawala,none
KK-TXN-00027,KK00043,Vinod Mehta,HDFC000700000301,KK00040,Rajan Ansari,SBIN000700000280,23000,2025-01-04 15:27:57,4,Cash,none
KK-TXN-00028,KK00025,Deepak Zaveri,BKID000700000175,KK00012,Bhavesh Parekh,BKID000700000084,352000,2025-01-05 18:48:07,5,Bank Transfer,none
KK-TXN-00029,KK00011,Yogesh Kadam,BKID000700000077,KK00152,Sachin Zaveri,BKID000700001064,109500,2025-01-05 10:37:01,5,NEFT,none
KK-TXN-00030,KK00067,Shirish Pawar,MAHB000700000469,KK00089,Ganesh Naik,MAHB000700000623,33000,2025-01-05 10:44:27,5,Bank Transfer,none
KK-TXN-00031,KK00054,Kishor Sawant,HDFC000700000378,KK00051,Pravin Kadam,SBIN000700000357,227000,2025-01-05 12:52:36,5,IMPS,none
KK-TXN-00032,KK00038,Iqbal Mehta,HDFC000700000266,KK00063,Sameer Koli,SBIN000700000441,266500,2025-01-05 18:59:57,5,NEFT,none
KK-TXN-00033,KK00411,Sachin Gaikwad,MAHB000700002877,KK00272,Sameer Ansari,MAHB000700001904,76500,2025-01-05 09:23:04,5,Hawala,none
KK-TXN-00034,KK00182,Dnyaneshwar Shinde,UTIB000700001274,KK00187,Prakash Salvi,UTIB000700001309,259000,2025-01-06 17:38:44,6,IMPS,none
KK-TXN-00035,KK00212,Rafiq Kothari,MAHB000700001484,KK00130,Nitin Doshi,MAHB000700000910,9500,2025-01-06 18:09:07,6,Cash,none
KK-TXN-00036,KK00078,Shirish Salvi,MAHB000700000546,KK00092,Suhas Parekh,MAHB000700000644,458500,2025-01-06 14:50:15,6,Bank Transfer,none
KK-TXN-00037,KK00066,Hanif Chavan,SBIN000700000462,KK00042,Shabbir Jadhav,HDFC000700000294,330000,2025-01-06 10:52:45,6,NEFT,none
KK-TXN-00038,KK00006,Salim Parab,BKID000700000042,KK00007,Santosh Sanghvi,BKID000700000049,51000,2025-01-06 14:55:59,6,Cash,none
KK-TXN-00039,KK00050,Shirish Patil,SBIN000700000350,KK00202,Rajan Bhosale,SBIN000700001414,136500,2025-01-06 09:43:59,6,Hawala,none
KK-TXN-00040,KK00053,Pravin Bhatkar,HDFC000700000371,KK00042,Shabbir Jadhav,HDFC000700000294,81500,2025-01-06 15:11:35,6,Hawala,none
KK-TXN-00041,KK00070,Hanif Kadam,MAHB000700000490,KK00079,Rafiq Soni,MAHB000700000553,246500,2025-01-06 09:50:20,6,IMPS,none
KK-TXN-00042,KK00092,Suhas Parekh,MAHB000700000644,KK00072,Yogesh Momin,MAHB000700000504,117500,2025-01-06 17:37:47,6,UPI,none
KK-TXN-00043,KK00109,Yogesh Gaikwad,SBIN000700000763,KK00215,Pravin Sayyed,SBIN000700001505,459500,2025-01-06 19:37:01,6,Hawala,none
KK-TXN-00044,KK00089,Ganesh Naik,MAHB000700000623,KK00092,Suhas Parekh,MAHB000700000644,106000,2025-01-07 12:28:41,7,Cash,none
KK-TXN-00045,KK00042,Shabbir Jadhav,HDFC000700000294,KK00062,Paresh Parekh,HDFC000700000434,77000,2025-01-07 17:59:17,7,Bank Transfer,none
KK-TXN-00046,KK00047,Santosh Thakur,HDFC000700000329,KK00060,Mangesh Tandel,HDFC000700000420,336000,2025-01-07 09:37:16,7,UPI,none
KK-TXN-00047,KK00063,Sameer Koli,SBIN000700000441,KK00045,Kishor Sanghvi,HDFC000700000315,381000,2025-01-07 12:55:35,7,Cash,none
KK-TXN-00048,KK00191,Javed Naik,SBIN000700001337,KK00100,Suhas Mehta,HDFC000700000700,469000,2025-01-07 12:35:44,7,NEFT,none
KK-TXN-00049,KK00081,Deepak Kadam,MAHB000700000567,KK00073,Mangesh Naik,MAHB000700000511,318000,2025-01-07 10:43:16,7,Hawala,none
KK-TXN-00050,KK00008,Vilas Tandel,BKID000700000056,KK00141,Kishor Doshi,BKID000700000987,475000,2025-01-07 16:43:42,7,NEFT,none
KK-TXN-00051,KK00021,Santosh Bhandari,BKID000700000147,KK00030,Vilas Khatib,BKID000700000210,74000,2025-01-07 16:18:38,7,IMPS,none
KK-TXN-00052,KK00069,Imtiaz Kadam,MAHB000700000483,KK00071,Arif Salvi,MAHB000700000497,200000,2025-01-07 13:11:34,7,Hawala,none
KK-TXN-00053,KK00071,Arif Salvi,MAHB000700000497,KK00068,Prakash Koli,MAHB000700000476,211500,2025-01-07 09:37:15,7,Bank Transfer,none
KK-TXN-00054,KK00003,Deepak Pawar,BKID000700000021,KK00033,Shirish Chavan,BKID000700000231,93000,2025-01-07 09:18:23,7,UPI,none
KK-TXN-00055,KK00080,Rajan Desai,MAHB000700000560,KK00083,Sachin Naik,MAHB000700000581,446000,2025-01-08 10:17:13,8,NEFT,none
KK-TXN-00056,KK00075,Rafiq Pawar,MAHB000700000525,KK00072,Yogesh Momin,MAHB000700000504,456000,2025-01-08 19:17:32,8,Bank Transfer,none
KK-TXN-00057,KK00166,Hitesh Shah,MAHB000700001162,KK00131,Hitesh Dalvi,MAHB000700000917,147500,2025-01-08 10:48:38,8,Cash,none
KK-TXN-00058,KK00036,Fayyaz Kadam,UTIB000700000252,KK00018,Suhas Sanghvi,BKID000700000126,177500,2025-01-08 11:48:39,8,Hawala,none
KK-TXN-00059,KK00057,Balkrishna Parekh,SBIN000700000399,KK00053,Pravin Bhatkar,HDFC000700000371,189000,2025-01-08 19:25:14,8,UPI,none
KK-TXN-00060,KK00157,Mahesh Bhatkar,MAHB000700001099,KK00213,Ravindra Zaveri,MAHB000700001491,375000,2025-01-08 10:08:19,8,UPI,none
KK-TXN-00061,KK00093,Rajan Sanghvi,MAHB000700000651,KK00073,Mangesh Naik,MAHB000700000511,71500,2025-01-09 16:42:33,9,Bank Transfer,none
KK-TXN-00062,KK00022,Dnyaneshwar Salvi,BKID000700000154,KK00029,Pravin Koli,UTIB000700000203,451500,2025-01-09 20:16:18,9,UPI,none
KK-TXN-00063,KK00148,Anil Ansari,MAHB000700001036,KK00117,Ganesh Bhosale,MAHB000700000819,220000,2025-01-09 15:27:34,9,Hawala,none
KK-TXN-00064,KK00192,Ashok Parekh,BKID000700001344,KK00167,Sameer Parekh,BKID000700001169,187500,2025-01-09 16:36:03,9,IMPS,none
KK-TXN-00065,KK00049,Santosh Zaveri,HDFC000700000343,KK00055,Vilas Shinde,SBIN000700000385,103500,2025-01-10 15:42:18,10,UPI,none
KK-TXN-00066,KK00070,Hanif Kadam,MAHB000700000490,KK00068,Prakash Koli,MAHB000700000476,331000,2025-01-10 19:29:29,10,Cash,none
KK-TXN-00067,KK00049,Santosh Zaveri,HDFC000700000343,KK00065,Dnyaneshwar Bhandari,HDFC000700000455,276000,2025-01-10 16:50:30,10,IMPS,none
KK-TXN-00068,KK00137,Pravin Zaveri,MAHB000700000959,KK00132,Vilas Kulkarni,MAHB000700000924,202500,2025-01-10 19:46:39,10,IMPS,none
KK-TXN-00069,KK00046,Shabbir Shaikh,SBIN000700000322,KK00169,Sunil Parab,SBIN000700001183,412000,2025-01-11 18:36:55,11,Cash,none
KK-TXN-00070,KK00046,Shabbir Shaikh,SBIN000700000322,KK00060,Mangesh Tandel,HDFC000700000420,409000,2025-01-11 18:24:31,11,Hawala,none
KK-TXN-00071,KK00001,Nilesh Khatib,BKID000700000007,KK00005,Kishor Ansari,UTIB000700000035,351000,2025-01-11 18:48:02,11,Hawala,none
KK-TXN-00072,KK00031,Anil Chavan,BKID000700000217,KK00002,Iqbal Naik,BKID000700000014,45000,2025-01-11 12:49:07,11,NEFT,none
KK-TXN-00073,KK00075,Rafiq Pawar,MAHB000700000525,KK00085,Prakash Shaikh,MAHB000700000595,43500,2025-01-12 19:39:50,12,Hawala,none
KK-TXN-00074,KK00141,Kishor Doshi,BKID000700000987,KK00196,Nitin Sayyed,BKID000700001372,342500,2025-01-12 20:23:16,12,NEFT,none
KK-TXN-00075,KK00069,Imtiaz Kadam,MAHB000700000483,KK00079,Rafiq Soni,MAHB000700000553,208500,2025-01-12 17:11:57,12,Bank Transfer,none
KK-TXN-00076,KK00138,Vinod Desai,UTIB000700000966,KK00140,Salim Kothari,BKID000700000980,243000,2025-01-12 14:21:51,12,Cash,none
KK-TXN-00077,KK00001,Nilesh Khatib,BKID000700000007,KK00135,Deepak Sanghvi,BKID000700000945,177500,2025-01-12 14:53:22,12,NEFT,none
KK-TXN-00078,KK00029,Pravin Koli,UTIB000700000203,KK00024,Nilesh Parekh,BKID000700000168,123500,2025-01-13 16:52:20,13,NEFT,none
KK-TXN-00079,KK00070,Hanif Kadam,MAHB000700000490,KK00119,Prakash Doshi,MAHB000700000833,400000,2025-01-13 11:31:22,13,IMPS,none
KK-TXN-00080,KK00068,Prakash Koli,MAHB000700000476,KK00073,Mangesh Naik,MAHB000700000511,369000,2025-01-13 20:14:30,13,NEFT,none
KK-TXN-00081,KK00026,Rafiq Shah,BKID000700000182,KK00006,Salim Parab,BKID000700000042,166000,2025-01-13 20:21:40,13,UPI,none
KK-TXN-00082,KK00037,Ganesh Deshmukh,HDFC000700000259,KK00145,Vilas Ansari,SBIN000700001015,450000,2025-01-13 18:01:23,13,UPI,none
KK-TXN-00083,KK00003,Deepak Pawar,BKID000700000021,KK00004,Kishor Pawar,BKID000700000028,238000,2025-01-14 13:40:46,14,IMPS,none
KK-TXN-00084,KK00081,Deepak Kadam,MAHB000700000567,KK00083,Sachin Naik,MAHB000700000581,457500,2025-01-14 17:16:59,14,Bank Transfer,none
KK-TXN-00085,KK00071,Arif Salvi,MAHB000700000497,KK00097,Arif Kadam,MAHB000700000679,210500,2025-01-14 09:08:28,14,IMPS,none
KK-TXN-00086,KK00094,Iqbal Patil,MAHB000700000658,KK00068,Prakash Koli,MAHB000700000476,244000,2025-01-14 13:31:00,14,UPI,none
KK-TXN-00087,KK00091,Ashok More,MAHB000700000637,KK00078,Shirish Salvi,MAHB000700000546,371000,2025-01-14 15:50:19,14,NEFT,none
KK-TXN-00088,KK00068,Prakash Koli,MAHB000700000476,KK00080,Rajan Desai,MAHB000700000560,51500,2025-01-14 09:43:11,14,UPI,none
KK-TXN-00089,KK00070,Hanif Kadam,MAHB000700000490,KK00158,Balkrishna Naik,MAHB000700001106,375500,2025-01-15 18:09:08,15,Hawala,none
KK-TXN-00090,KK00180,Iqbal Parab,MAHB000700001260,KK00148,Anil Ansari,MAHB000700001036,136500,2025-01-15 17:22:15,15,IMPS,none
KK-TXN-00091,KK00057,Balkrishna Parekh,SBIN000700000399,KK00043,Vinod Mehta,HDFC000700000301,403500,2025-01-15 10:16:30,15,NEFT,none
KK-TXN-00092,KK00070,Hanif Kadam,MAHB000700000490,KK00069,Imtiaz Kadam,MAHB000700000483,446500,2025-01-15 18:32:09,15,NEFT,none
KK-TXN-00093,KK00086,Arif Bhosale,MAHB000700000602,KK00185,Balkrishna Kothari,MAHB000700001295,262000,2025-01-15 13:43:39,15,Hawala,none
KK-TXN-00094,KK00014,Anil Tandel,UTIB000700000098,KK00026,Rafiq Shah,BKID000700000182,253500,2025-01-15 18:17:09,15,IMPS,none
KK-TXN-00095,KK00069,Imtiaz Kadam,MAHB000700000483,KK00137,Pravin Zaveri,MAHB000700000959,126500,2025-01-16 15:33:41,16,IMPS,none
KK-TXN-00096,KK00068,Prakash Koli,MAHB000700000476,KK00086,Arif Bhosale,MAHB000700000602,245000,2025-01-16 19:00:21,16,IMPS,none
KK-TXN-00097,KK00001,Nilesh Khatib,BKID000700000007,KK00025,Deepak Zaveri,BKID000700000175,288500,2025-01-16 11:55:35,16,IMPS,none
KK-TXN-00098,KK00069,Imtiaz Kadam,MAHB000700000483,KK00092,Suhas Parekh,MAHB000700000644,244500,2025-01-16 20:37:23,16,Bank Transfer,none
KK-TXN-00099,KK00200,Vilas Pawar,MAHB000700001400,KK00133,Ravindra Chavan,MAHB000700000931,267500,2025-01-16 11:23:04,16,UPI,none
KK-TXN-00100,KK00072,Yogesh Momin,MAHB000700000504,KK00067,Shirish Pawar,MAHB000700000469,385500,2025-01-17 19:43:14,17,UPI,none
KK-TXN-00101,KK00040,Rajan Ansari,SBIN000700000280,KK00046,Shabbir Shaikh,SBIN000700000322,390000,2025-01-17 14:57:44,17,NEFT,none
KK-TXN-00102,KK00003,Deepak Pawar,BKID000700000021,KK00160,Dattatray Kothari,BKID000700001120,196500,2025-01-17 19:32:25,17,Hawala,none
KK-TXN-00103,KK00207,Shabbir Pawar,BKID000700001449,KK00163,Paresh Patil,UTIB000700001141,176000,2025-01-17 17:11:23,17,Bank Transfer,none
KK-TXN-00104,KK00217,Rafiq Ansari,HDFC000700001519,KK00393,Santosh Doshi,MAHB000700002751,195500,2025-01-17 19:41:30,17,UPI,none
KK-TXN-00105,KK00044,Ashok Sayyed,SBIN000700000308,KK00045,Kishor Sanghvi,HDFC000700000315,17000,2025-01-17 09:23:18,17,IMPS,none
KK-TXN-00106,KK00041,Dnyaneshwar Parab,HDFC000700000287,KK00042,Shabbir Jadhav,HDFC000700000294,217500,2025-01-17 17:50:31,17,NEFT,none
KK-TXN-00107,KK00168,Rajan Gaikwad,SBIN000700001176,KK00162,Hanif Deshmukh,SBIN000700001134,240500,2025-01-17 14:55:15,17,Cash,none
KK-TXN-00108,KK00122,Salim Kulkarni,UTIB000700000854,KK00124,Sachin Bhosale,BKID000700000868,370000,2025-01-17 15:01:53,17,NEFT,none
KK-TXN-00109,KK00090,Arif Mhatre,MAHB000700000630,KK00072,Yogesh Momin,MAHB000700000504,18000,2025-01-17 09:06:23,17,NEFT,none
KK-TXN-00110,KK00064,Anil Khatib,SBIN000700000448,KK00043,Vinod Mehta,HDFC000700000301,40500,2025-01-18 10:24:12,18,UPI,none
KK-TXN-00111,KK00002,Iqbal Naik,BKID000700000014,KK00009,Dattatray Soni,BKID000700000063,247500,2025-01-18 18:23:32,18,Hawala,none
KK-TXN-00112,KK00195,Pravin Kothari,MAHB000700001365,KK00212,Rafiq Kothari,MAHB000700001484,54500,2025-01-18 13:07:45,18,UPI,none
KK-TXN-00113,KK00005,Kishor Ansari,UTIB000700000035,KK00013,Kishor Koli,UTIB000700000091,145500,2025-01-18 14:18:45,18,Hawala,none
KK-TXN-00114,KK00088,Rajan Sawant,MAHB000700000616,KK00077,Anil Thakur,MAHB000700000539,105000,2025-01-18 10:47:06,18,NEFT,none
KK-TXN-00115,KK00042,Shabbir Jadhav,HDFC000700000294,KK00113,Fayyaz Chavan,HDFC000700000791,14000,2025-01-18 12:26:07,18,NEFT,none
KK-TXN-00116,KK00037,Ganesh Deshmukh,HDFC000700000259,KK00055,Vilas Shinde,SBIN000700000385,252500,2025-01-19 18:25:47,19,Bank Transfer,none
KK-TXN-00117,KK00043,Vinod Mehta,HDFC000700000301,KK00038,Iqbal Mehta,HDFC000700000266,384000,2025-01-19 20:20:43,19,NEFT,none
KK-TXN-00118,KK00186,Santosh Kadam,MAHB000700001302,KK00132,Vilas Kulkarni,MAHB000700000924,342500,2025-01-19 17:26:21,19,UPI,none
KK-TXN-00119,KK00148,Anil Ansari,MAHB000700001036,KK00161,Shirish Parab,MAHB000700001127,424000,2025-01-19 18:55:21,19,IMPS,none
KK-TXN-00120,KK00071,Arif Salvi,MAHB000700000497,KK00088,Rajan Sawant,MAHB000700000616,355500,2025-01-19 19:41:07,19,Hawala,none
KK-TXN-00121,KK00080,Rajan Desai,MAHB000700000560,KK00093,Rajan Sanghvi,MAHB000700000651,415500,2025-01-19 09:15:16,19,Bank Transfer,none
KK-TXN-00122,KK00041,Dnyaneshwar Parab,HDFC000700000287,KK00062,Paresh Parekh,HDFC000700000434,220000,2025-01-19 16:29:34,19,Hawala,none
KK-TXN-00123,KK00029,Pravin Koli,UTIB000700000203,KK00024,Nilesh Parekh,BKID000700000168,452000,2025-01-20 19:42:31,20,NEFT,none
KK-TXN-00124,KK00071,Arif Salvi,MAHB000700000497,KK00083,Sachin Naik,MAHB000700000581,280500,2025-01-20 20:09:16,20,UPI,none
KK-TXN-00125,KK00092,Suhas Parekh,MAHB000700000644,KK00083,Sachin Naik,MAHB000700000581,408000,2025-01-20 20:57:49,20,Cash,none
KK-TXN-00126,KK00115,Rakesh Patil,MAHB000700000805,KK00137,Pravin Zaveri,MAHB000700000959,126500,2025-01-21 18:02:27,21,Bank Transfer,none
KK-TXN-00127,KK00066,Hanif Chavan,SBIN000700000462,KK00039,Ravindra Bhosale,SBIN000700000273,369500,2025-01-21 10:57:08,21,Bank Transfer,none
KK-TXN-00128,KK00040,Rajan Ansari,SBIN000700000280,KK00055,Vilas Shinde,SBIN000700000385,423500,2025-01-21 15:50:37,21,IMPS,none
KK-TXN-00129,KK00040,Rajan Ansari,SBIN000700000280,KK00041,Dnyaneshwar Parab,HDFC000700000287,196500,2025-01-21 13:09:49,21,Cash,none
KK-TXN-00130,KK00012,Bhavesh Parekh,BKID000700000084,KK00009,Dattatray Soni,BKID000700000063,28500,2025-01-21 10:52:11,21,IMPS,none
KK-TXN-00131,KK00018,Suhas Sanghvi,BKID000700000126,KK00176,Ravindra Shaikh,BKID000700001232,474500,2025-01-21 09:12:33,21,IMPS,none
KK-TXN-00132,KK00011,Yogesh Kadam,BKID000700000077,KK00193,Dnyaneshwar Bhosale,BKID000700001351,148000,2025-01-21 13:13:42,21,Cash,none
KK-TXN-00133,KK00056,Mahesh Bhandari,HDFC000700000392,KK00039,Ravindra Bhosale,SBIN000700000273,33000,2025-01-21 19:46:17,21,UPI,none
KK-TXN-00134,KK00077,Anil Thakur,MAHB000700000539,KK00211,Nitin Parekh,MAHB000700001477,34000,2025-01-22 09:26:21,22,NEFT,none
KK-TXN-00135,KK00050,Shirish Patil,SBIN000700000350,KK00056,Mahesh Bhandari,HDFC000700000392,159500,2025-01-22 16:37:03,22,Hawala,none
KK-TXN-00136,KK00047,Santosh Thakur,HDFC000700000329,KK00100,Suhas Mehta,HDFC000700000700,270000,2025-01-22 12:26:03,22,Hawala,none
KK-TXN-00137,KK00146,Rajan Zaveri,MAHB000700001022,KK00143,Shabbir Surve,MAHB000700001001,178000,2025-01-23 13:22:15,23,Bank Transfer,none
KK-TXN-00138,KK00069,Imtiaz Kadam,MAHB000700000483,KK00073,Mangesh Naik,MAHB000700000511,58500,2025-01-23 11:39:31,23,NEFT,none
KK-TXN-00139,KK00012,Bhavesh Parekh,BKID000700000084,KK00021,Santosh Bhandari,BKID000700000147,431000,2025-01-23 10:30:22,23,Bank Transfer,none
KK-TXN-00140,KK00204,Vilas Desai,HDFC000700001428,KK00126,Mangesh Thakur,SBIN000700000882,309500,2025-01-23 18:00:35,23,UPI,none
KK-TXN-00141,KK00038,Iqbal Mehta,HDFC000700000266,KK00204,Vilas Desai,HDFC000700001428,166500,2025-01-23 20:36:12,23,Cash,none
KK-TXN-00142,KK00001,Nilesh Khatib,BKID000700000007,KK00054,Kishor Sawant,HDFC000700000378,207000,2025-01-23 13:58:27,23,RTGS,incident_a_to_b
KK-TXN-00143,KK00053,Pravin Bhatkar,HDFC000700000371,KK00038,Iqbal Mehta,HDFC000700000266,99000,2025-01-24 14:41:07,24,UPI,none
KK-TXN-00144,KK00029,Pravin Koli,UTIB000700000203,KK00167,Sameer Parekh,BKID000700001169,59500,2025-01-24 10:27:20,24,NEFT,none
KK-TXN-00145,KK00086,Arif Bhosale,MAHB000700000602,KK00143,Shabbir Surve,MAHB000700001001,118500,2025-01-24 09:48:54,24,NEFT,none
KK-TXN-00146,KK00057,Balkrishna Parekh,SBIN000700000399,KK00064,Anil Khatib,SBIN000700000448,28500,2025-01-24 14:46:48,24,IMPS,none
KK-TXN-00147,KK00151,Deepak Mehta,HDFC000700001057,KK00198,Ashok Khatib,HDFC000700001386,277500,2025-01-24 10:08:55,24,IMPS,none
KK-TXN-00148,KK00091,Ashok More,MAHB000700000637,KK00085,Prakash Shaikh,MAHB000700000595,300000,2025-01-25 17:13:47,25,Cash,none
KK-TXN-00149,KK00092,Suhas Parekh,MAHB000700000644,KK00081,Deepak Kadam,MAHB000700000567,133500,2025-01-25 15:54:20,25,IMPS,none
KK-TXN-00150,KK00173,Rajan Momin,BKID000700001211,KK00140,Salim Kothari,BKID000700000980,450500,2025-01-26 17:42:38,26,Cash,none
KK-TXN-00151,KK00072,Yogesh Momin,MAHB000700000504,KK00084,Vinod Deshmukh,MAHB000700000588,44000,2025-01-26 16:21:29,26,NEFT,none
KK-TXN-00152,KK00183,Paresh Thakur,MAHB000700001281,KK00200,Vilas Pawar,MAHB000700001400,397000,2025-01-26 20:50:21,26,Hawala,none
KK-TXN-00153,KK00082,Kishor Gaikwad,MAHB000700000574,KK00166,Hitesh Shah,MAHB000700001162,202000,2025-01-26 17:46:04,26,IMPS,none
KK-TXN-00154,KK00115,Rakesh Patil,MAHB000700000805,KK00158,Balkrishna Naik,MAHB000700001106,357500,2025-01-26 16:20:12,26,IMPS,none
KK-TXN-00155,KK00087,Rafiq Deshmukh,MAHB000700000609,KK00091,Ashok More,MAHB000700000637,254500,2025-01-26 16:09:10,26,UPI,none
KK-TXN-00156,KK00255,Anil Koli,MAHB000700001785,KK00228,Rajan Mhatre,MAHB000700001596,48000,2025-01-27 09:22:31,27,NEFT,none
KK-TXN-00157,KK00091,Ashok More,MAHB000700000637,KK00082,Kishor Gaikwad,MAHB000700000574,254000,2025-01-27 11:01:00,27,IMPS,none
KK-TXN-00158,KK00078,Shirish Salvi,MAHB000700000546,KK00076,Jitendra Shaikh,MAHB000700000532,403500,2025-01-27 19:03:03,27,NEFT,none
KK-TXN-00159,KK00394,Sameer Bhandari,HDFC000700002758,KK00350,Nitin Koli,MAHB000700002450,322000,2025-01-27 19:23:07,27,UPI,none
KK-TXN-00160,KK00078,Shirish Salvi,MAHB000700000546,KK00081,Deepak Kadam,MAHB000700000567,239000,2025-01-27 14:21:02,27,NEFT,none
KK-TXN-00161,KK00008,Vilas Tandel,BKID000700000056,KK00018,Suhas Sanghvi,BKID000700000126,351500,2025-01-28 14:37:38,28,IMPS,none
KK-TXN-00162,KK00003,Deepak Pawar,BKID000700000021,KK00034,Rakesh Doshi,BKID000700000238,384500,2025-01-28 16:29:06,28,Hawala,none
KK-TXN-00163,KK00027,Hanif Shinde,BKID000700000189,KK00003,Deepak Pawar,BKID000700000021,193000,2025-01-28 20:06:22,28,UPI,none
KK-TXN-00164,KK00062,Paresh Parekh,HDFC000700000434,KK00041,Dnyaneshwar Parab,HDFC000700000287,322000,2025-01-28 20:08:25,28,Bank Transfer,none
KK-TXN-00165,KK00176,Ravindra Shaikh,BKID000700001232,KK00150,Rafiq Naik,UTIB000700001050,288000,2025-01-28 19:53:55,28,Cash,none
KK-TXN-00166,KK00006,Salim Parab,BKID000700000042,KK00034,Rakesh Doshi,BKID000700000238,371500,2025-01-28 10:28:07,28,Hawala,none
KK-TXN-00167,KK00032,Dattatray Mehta,BKID000700000224,KK00018,Suhas Sanghvi,BKID000700000126,439500,2025-01-28 11:55:25,28,Cash,none
KK-TXN-00168,KK00195,Pravin Kothari,MAHB000700001365,KK00180,Iqbal Parab,MAHB000700001260,86000,2025-01-28 13:01:20,28,Cash,none
KK-TXN-00169,KK00001,Nilesh Khatib,BKID000700000007,KK00047,Santosh Thakur,HDFC000700000329,198000,2025-01-28 16:27:24,28,RTGS,incident_a_to_b
