call_id,caller_id,caller_name,caller_phone,callee_id,callee_name,callee_phone,timestamp,day,call_type,duration_sec,cell_tower_location
KK-CDR-000027,KK00168,Rajan Gaikwad,9323000168,KK00162,Hanif Deshmukh,9323000162,2025-01-02 10:11:49,2,voice,59,"Pydhonie Cell Site B, Mumbai City"
KK-CDR-000028,KK00105,Pravin Desai,9323000105,KK00146,Rajan Zaveri,9323000146,2025-01-02 09:58:52,2,voice,42,"Rabodi Cell Site B, Thane"
KK-CDR-000029,KK00102,Hitesh Kothari,9820000102,KK00206,Rakesh Shah,9323000206,2025-01-02 15:52:59,2,voice,745,"VP Road Cell Site A, Mumbai City"
KK-CDR-000030,KK00007,Santosh Sanghvi,9167000007,KK00004,Kishor Pawar,9167000004,2025-01-02 06:35:12,2,voice,62,"Dapoli Cell Site B, Ratnagiri"
KK-CDR-000031,KK00021,Santosh Bhandari,9422000021,KK00002,Iqbal Naik,9860000002,2025-01-02 13:35:59,2,voice,218,"Ratnagiri City Cell Site A, Ratnagiri"
KK-CDR-000032,KK00184,Iqbal Jadhav,9833000184,KK00162,Hanif Deshmukh,9323000162,2025-01-02 10:15:54,2,voice,51,"Dongri Cell Site B, Mumbai City"
KK-CDR-000033,KK00226,Yogesh Thakur,9820000226,KK00273,Javed Sanghvi,9820000273,2025-01-02 12:19:25,2,voice,233,"Vartak Nagar Cell Site B, Thane"
KK-CDR-000034,KK00065,Dnyaneshwar Bhandari,8976000065,KK00059,Salim More,9820000059,2025-01-02 17:29:31,2,voice,231,"Sakinaka Cell Site B, Mumbai Suburban"
KK-CDR-000035,KK00050,Shirish Patil,9833000050,KK00043,Vinod Mehta,9323000043,2025-01-02 22:50:18,2,voice,433,"Pydhonie Cell Site A, Mumbai City"
KK-CDR-000036,KK00093,Rajan Sanghvi,9820000093,KK00080,Rajan Desai,9820000080,2025-01-02 20:04:15,2,voice,80,"Vartak Nagar Cell Site B, Thane"
KK-CDR-000037,KK00011,Yogesh Kadam,7045000011,KK00002,Iqbal Naik,9860000002,2025-01-02 22:58:27,2,voice,210,"Nhava Sheva Port Cell Site A, Raigad (Uran / JNPT)"
KK-CDR-000038,KK00055,Vilas Shinde,8976000055,KK00129,Ravindra Sanghvi,8976000129,2025-01-02 07:41:54,2,voice,54,"VP Road Cell Site A, Mumbai City"
KK-CDR-000039,KK00019,Arif Gaikwad,9422000019,KK00209,Jitendra Kadam,7045000209,2025-01-02 17:29:46,2,voice,834,"Palghar Cell Site A, Palghar"
KK-CDR-000040,KK00052,Rakesh Zaveri,8976000052,KK00051,Pravin Kadam,8976000051,2025-01-02 17:03:25,2,voice,168,"Bandra Cell Site A, Mumbai Suburban"
KK-CDR-000041,KK00055,Vilas Shinde,8976000055,KK00168,Rajan Gaikwad,9323000168,2025-01-02 14:39:24,2,voice,547,"Dongri Cell Site B, Mumbai City"
KK-CDR-000042,KK00072,Yogesh Momin,9833000072,KK00088,Rajan Sawant,9323000088,2025-01-02 17:15:11,2,voice,411,"Rabodi Cell Site A, Thane"
KK-CDR-000043,KK00040,Rajan Ansari,9930000040,KK00054,Kishor Sawant,9833000054,2025-01-02 09:06:13,2,voice,359,"MRA Marg Cell Site B, Mumbai City"
KK-CDR-000044,KK00095,Umesh Shaikh,9930000095,KK00030,Vilas Khatib,8655000030,2025-01-02 13:15:06,2,voice,130,"Nerul Cell Site B, Navi Mumbai"
KK-CDR-000045,KK00271,Fayyaz Mhatre,9820000271,KK00383,Sachin Parekh,9820000383,2025-01-03 18:40:41,3,voice,810,"Kapurbawdi Cell Site B, Thane"
KK-CDR-000046,KK00136,Mangesh Shaikh,9930000136,KK00184,Iqbal Jadhav,9833000184,2025-01-03 19:16:34,3,voice,785,"Pydhonie Cell Site B, Mumbai City"
KK-CDR-000047,KK00082,Kishor Gaikwad,8976000082,KK00076,Jitendra Shaikh,9833000076,2025-01-03 15:00:09,3,voice,241,"Naupada Cell Site B, Thane"
KK-CDR-000048,KK00124,Sachin Bhosale,8655000124,KK00098,Yogesh Naik,9167000098,2025-01-03 16:18:03,3,voice,758,"Uran Cell Site A, Raigad (Uran / JNPT)"
KK-CDR-000049,KK00060,Mangesh Tandel,9820000060,KK00044,Ashok Sayyed,9833000044,2025-01-03 20:24:29,3,voice,412,"Bandra Cell Site A, Mumbai Suburban"
KK-CDR-000050,KK00004,Kishor Pawar,9167000004,KK00021,Santosh Bhandari,9422000021,2025-01-03 15:12:29,3,voice,127,"Uran Cell Site A, Raigad (Uran / JNPT)"
KK-CDR-000051,KK00021,Santosh Bhandari,9422000021,KK00170,Kishor Thakur,9860000170,2025-01-03 23:17:23,3,voice,27,"Dapoli Cell Site A, Ratnagiri"
KK-CDR-000052,KK00062,Paresh Parekh,9820000062,KK00046,Shabbir Shaikh,9820000046,2025-01-03 12:57:10,3,voice,18,"Andheri Cell Site A, Mumbai Suburban"
KK-CDR-000053,KK00059,Salim More,9820000059,KK00049,Santosh Zaveri,9833000049,2025-01-03 10:18:15,3,voice,737,"Sakinaka Cell Site A, Mumbai Suburban"
KK-CDR-000054,KK00084,Vinod Deshmukh,9833000084,KK00077,Anil Thakur,9833000077,2025-01-03 09:33:38,3,voice,363,"Naupada Cell Site A, Thane"
KK-CDR-000055,KK00003,Deepak Pawar,9167000003,KK00139,Sunil Bhandari,9860000139,2025-01-03 19:06:23,3,voice,62,"Harnai Coastal Cell Site B, Ratnagiri"
KK-CDR-000056,KK00083,Sachin Naik,9930000083,KK00190,Bhavesh Kothari,9323000190,2025-01-03 18:35:06,3,voice,631,"Naupada Cell Site A, Thane"
KK-CDR-000057,KK00130,Nitin Doshi,8976000130,KK00200,Vilas Pawar,9323000200,2025-01-03 22:45:13,3,voice,866,"Kapurbawdi Cell Site B, Thane"
KK-CDR-000058,KK00155,Rakesh Kothari,9422000155,KK00205,Mangesh Koli,7045000205,2025-01-03 20:15:13,3,voice,748,"Satpati Coastal Cell Site B, Palghar"
KK-CDR-000059,KK00060,Mangesh Tandel,9820000060,KK00053,Pravin Bhatkar,9833000053,2025-01-03 14:29:22,3,voice,797,"Sakinaka Cell Site A, Mumbai Suburban"
KK-CDR-000060,KK00068,Prakash Koli,9833000068,KK00195,Pravin Kothari,9820000195,2025-01-03 15:44:02,3,voice,129,"Wagle Estate Cell Site A, Thane"
KK-CDR-000061,KK00056,Mahesh Bhandari,9833000056,KK00042,Shabbir Jadhav,9930000042,2025-01-03 17:52:05,3,voice,882,"Ghatkopar Cell Site B, Mumbai Suburban"
KK-CDR-000062,KK00007,Santosh Sanghvi,9167000007,KK00019,Arif Gaikwad,9422000019,2025-01-03 17:18:14,3,voice,898,"Ratnagiri City Cell Site A, Ratnagiri"
KK-CDR-000063,KK00026,Rafiq Shah,9167000026,KK00152,Sachin Zaveri,9860000152,2025-01-03 20:24:32,3,voice,31,"Ratnagiri City Cell Site A, Ratnagiri"
KK-CDR-000064,KK00083,Sachin Naik,9930000083,KK00103,Rafiq Khatib,9930000103,2025-01-03 08:01:14,3,voice,729,"Wagle Estate Cell Site B, Thane"
KK-CDR-000065,KK00082,Kishor Gaikwad,8976000082,KK00212,Rafiq Kothari,8976000212,2025-01-03 18:07:30,3,voice,488,"Kapurbawdi Cell Site B, Thane"
KK-CDR-000066,KK00008,Vilas Tandel,9860000008,KK00017,Anil Tandel,7045000017,2025-01-03 20:18:35,3,voice,110,"Uran Cell Site A, Raigad (Uran / JNPT)"
KK-CDR-000067,KK00048,Sameer Doshi,9323000048,KK00175,Balkrishna Pawar,9323000175,2025-01-03 07:53:17,3,voice,786,"Pydhonie Cell Site B, Mumbai City"
KK-CDR-000068,KK00096,Hitesh Parekh,9422000096,KK00011,Yogesh Kadam,7045000011,2025-01-03 20:50:57,3,voice,28,"Vasai Cell Site B, Palghar"
KK-CDR-000069,KK00024,Nilesh Parekh,9422000024,KK00005,Kishor Ansari,8655000005,2025-01-04 12:20:02,4,voice,146,"Panvel Taluka Cell Site A, Raigad (Uran / JNPT)"
KK-CDR-000070,KK00140,Salim Kothari,9167000140,KK00152,Sachin Zaveri,9860000152,2025-01-04 15:01:32,4,voice,442,"Harnai Coastal Cell Site B, Ratnagiri"
KK-CDR-000071,KK00070,Hanif Kadam,9323000070,KK00078,Shirish Salvi,9833000078,2025-01-04 07:06:37,4,voice,848,"Wagle Estate Cell Site B, Thane"
KK-CDR-000072,KK00166,Hitesh Shah,9833000166,KK00213,Ravindra Zaveri,9820000213,2025-01-04 18:17:21,4,voice,83,"Kapurbawdi Cell Site B, Thane"
KK-CDR-000073,KK00024,Nilesh Parekh,9422000024,KK00005,Kishor Ansari,8655000005,2025-01-04 07:45:57,4,voice,456,"Nhava Sheva Port Cell Site B, Raigad (Uran / JNPT)"
KK-CDR-000074,KK00064,Anil Khatib,9820000064,KK00044,Ashok Sayyed,9833000044,2025-01-04 19:15:49,4,voice,46,"Pydhonie Cell Site B, Mumbai City"
KK-CDR-000075,KK00044,Ashok Sayyed,9833000044,KK00052,Rakesh Zaveri,8976000052,2025-01-04 18:39:09,4,voice,354,"Pydhonie Cell Site A, Mumbai City"
KK-CDR-000076,KK00066,Hanif Chavan,9833000066,KK00063,Sameer Koli,9323000063,2025-01-04 15:23:12,4,voice,786,"Dongri Cell Site A, Mumbai City"
KK-CDR-000077,KK00261,Imtiaz Bhatkar,8976000261,KK00420,Umesh Sawant,9833000420,2025-01-04 22:13:38,4,voice,250,"Kurla Cell Site B, Mumbai Suburban"
KK-CDR-000078,KK00130,Nitin Doshi,8976000130,KK00195,Pravin Kothari,9820000195,2025-01-04 19:31:41,4,voice,110,"Kapurbawdi Cell Site B, Thane"
KK-CDR-000079,KK00101,Javed Bhandari,9833000101,KK00121,Mangesh Doshi,9930000121,2025-01-04 07:42:34,4,voice,134,"Vartak Nagar Cell Site A, Thane"
KK-CDR-000080,KK00153,Pravin Shaikh,8976000153,KK00147,Suhas Shinde,9833000147,2025-01-04 23:44:57,4,voice,27,"Rabodi Cell Site B, Thane"
KK-CDR-000081,KK00023,Prakash Deshmukh,8655000023,KK00033,Shirish Chavan,9422000033,2025-01-04 08:40:01,4,voice,218,"Guhagar Cell Site B, Ratnagiri"
KK-CDR-000082,KK00115,Rakesh Patil,9820000115,KK00190,Bhavesh Kothari,9323000190,2025-01-04 11:24:14,4,voice,608,"Rabodi Cell Site A, Thane"
KK-CDR-000083,KK00017,Anil Tandel,7045000017,KK00122,Salim Kulkarni,8655000122,2025-01-04 12:12:19,4,voice,606,"Nhava Sheva Port Cell Site A, Raigad (Uran / JNPT)"
KK-CDR-000084,KK00075,Rafiq Pawar,8976000075,KK00130,Nitin Doshi,8976000130,2025-01-04 21:38:54,4,voice,897,"Wagle Estate Cell Site B, Thane"
KK-CDR-000085,KK00055,Vilas Shinde,8976000055,KK00048,Sameer Doshi,9323000048,2025-01-04 12:32:21,4,voice,23,"Pydhonie Cell Site A, Mumbai City"
KK-CDR-000086,KK00044,Ashok Sayyed,9833000044,KK00050,Shirish Patil,9833000050,2025-01-04 13:27:32,4,voice,294,"LT Marg Cell Site B, Mumbai City"
KK-CDR-000087,KK00095,Umesh Shaikh,9930000095,KK00028,Sameer Kulkarni,9422000028,2025-01-04 17:58:09,4,voice,155,"CBD Belapur Cell Site A, Navi Mumbai"
KK-CDR-000088,KK00095,Umesh Shaikh,9930000095,KK00014,Anil Tandel,8655000014,2025-01-04 17:22:29,4,voice,212,"Vashi Cell Site B, Navi Mumbai"
KK-CDR-000089,KK00003,Deepak Pawar,9167000003,KK00012,Bhavesh Parekh,9860000012,2025-01-05 22:42:57,5,voice,518,"Dapoli Cell Site A, Ratnagiri"
KK-CDR-000090,KK00049,Santosh Zaveri,9833000049,KK00057,Balkrishna Parekh,8976000057,2025-01-05 17:10:32,5,voice,109,"Andheri Cell Site B, Mumbai Suburban"
KK-CDR-000091,KK00143,Shabbir Surve,9930000143,KK00178,Imtiaz Ansari,9323000178,2025-01-05 18:40:14,5,voice,40,"Kapurbawdi Cell Site B, Thane"
KK-CDR-000092,KK00027,Hanif Shinde,9422000027,KK00020,Vilas Sawant,9167000020,2025-01-05 13:36:30,5,voice,39,"Khopoli Cell Site A, Raigad (Uran / JNPT)"
KK-CDR-000093,KK00082,Kishor Gaikwad,8976000082,KK00075,Rafiq Pawar,8976000075,2025-01-05 08:49:37,5,voice,105,"Rabodi Cell Site B, Thane"
KK-CDR-000094,KK00049,Santosh Zaveri,9833000049,KK00055,Vilas Shinde,8976000055,2025-01-05 21:10:23,5,voice,728,"Kurla Cell Site A, Mumbai Suburban"
KK-CDR-000095,KK00036,Fayyaz Kadam,9422000036,KK00023,Prakash Deshmukh,8655000023,2025-01-05 16:44:03,5,voice,555,"Satpati Coastal Cell Site A, Palghar"
KK-CDR-000096,KK00066,Hanif Chavan,9833000066,KK00206,Rakesh Shah,9323000206,2025-01-05 19:55:04,5,voice,714,"Pydhonie Cell Site A, Mumbai City"
KK-CDR-000097,KK00055,Vilas Shinde,8976000055,KK00065,Dnyaneshwar Bhandari,8976000065,2025-01-05 17:49:46,5,voice,308,"VP Road Cell Site A, Mumbai City"
KK-CDR-000098,KK00079,Rafiq Soni,8976000079,KK00081,Deepak Kadam,9833000081,2025-01-05 13:08:32,5,voice,276,"Rabodi Cell Site B, Thane"
KK-CDR-000099,KK00206,Rakesh Shah,9323000206,KK00149,Paresh Khatib,9820000149,2025-01-05 10:09:59,5,voice,155,"LT Marg Cell Site B, Mumbai City"
KK-CDR-000100,KK00042,Shabbir Jadhav,9930000042,KK00053,Pravin Bhatkar,9833000053,2025-01-05 12:13:08,5,voice,93,"Kurla Cell Site A, Mumbai Suburban"
KK-CDR-000101,KK00095,Umesh Shaikh,9930000095,KK00028,Sameer Kulkarni,9422000028,2025-01-05 07:55:16,5,voice,178,"Vashi Cell Site A, Navi Mumbai"
KK-CDR-000102,KK00030,Vilas Khatib,8655000030,KK00010,Hitesh Desai,7045000010,2025-01-06 07:14:36,6,voice,35,"Dapoli Cell Site B, Ratnagiri"
KK-CDR-000103,KK00108,Hitesh Bhandari,9930000108,KK00115,Rakesh Patil,9820000115,2025-01-06 19:10:49,6,voice,265,"Rabodi Cell Site A, Thane"
KK-CDR-000104,KK00048,Sameer Doshi,9323000048,KK00063,Sameer Koli,9323000063,2025-01-06 12:08:23,6,voice,253,"Pydhonie Cell Site B, Mumbai City"
KK-CDR-000105,KK00059,Salim More,9820000059,KK00053,Pravin Bhatkar,9833000053,2025-01-06 19:20:09,6,voice,62,"Andheri Cell Site B, Mumbai Suburban"
KK-CDR-000106,KK00033,Shirish Chavan,9422000033,KK00036,Fayyaz Kadam,9422000036,2025-01-06 08:49:30,6,voice,80,"Dapoli Cell Site B, Ratnagiri"
KK-CDR-000107,KK00050,Shirish Patil,9833000050,KK00194,Nilesh Bhandari,9323000194,2025-01-06 20:51:36,6,voice,822,"Dongri Cell Site A, Mumbai City"
KK-CDR-000108,KK00079,Rafiq Soni,8976000079,KK00089,Ganesh Naik,8976000089,2025-01-06 22:56:02,6,voice,663,"Naupada Cell Site B, Thane"
KK-CDR-000109,KK00117,Ganesh Bhosale,8976000117,KK00133,Ravindra Chavan,9833000133,2025-01-06 09:25:27,6,voice,272,"Kapurbawdi Cell Site A, Thane"
KK-CDR-000110,KK00038,Iqbal Mehta,9820000038,KK00039,Ravindra Bhosale,9323000039,2025-01-06 08:10:43,6,voice,275,"Ghatkopar Cell Site B, Mumbai Suburban"
KK-CDR-000111,KK00130,Nitin Doshi,8976000130,KK00200,Vilas Pawar,9323000200,2025-01-06 14:30:09,6,voice,721,"Vartak Nagar Cell Site B, Thane"
KK-CDR-000112,KK00078,Shirish Salvi,9833000078,KK00133,Ravindra Chavan,9833000133,2025-01-06 18:39:30,6,voice,106,"Naupada Cell Site A, Thane"
KK-CDR-000113,KK00063,Sameer Koli,9323000063,KK00060,Mangesh Tandel,9820000060,2025-01-06 13:42:43,6,voice,564,"Pydhonie Cell Site A, Mumbai City"
KK-CDR-000114,KK00070,Hanif Kadam,9323000070,KK00093,Rajan Sanghvi,9820000093,2025-01-06 09:56:36,6,voice,560,"Wagle Estate Cell Site A, Thane"
KK-CDR-000115,KK00024,Nilesh Parekh,9422000024,KK00138,Vinod Desai,8655000138,2025-01-06 20:05:47,6,voice,282,"Panvel Taluka Cell Site B, Raigad (Uran / JNPT)"
KK-CDR-000116,KK00081,Deepak Kadam,9833000081,KK00091,Ashok More,9833000091,2025-01-06 07:10:30,6,voice,394,"Kapurbawdi Cell Site A, Thane"
KK-CDR-000117,KK00024,Nilesh Parekh,9422000024,KK00193,Dnyaneshwar Bhosale,9167000193,2025-01-06 07:40:38,6,voice,762,"Khopoli Cell Site A, Raigad (Uran / JNPT)"
KK-CDR-000118,KK00079,Rafiq Soni,8976000079,KK00088,Rajan Sawant,9323000088,2025-01-06 10:29:45,6,voice,595,"Vartak Nagar Cell Site A, Thane"
KK-CDR-000119,KK00068,Prakash Koli,9833000068,KK00089,Ganesh Naik,8976000089,2025-01-06 14:24:31,6,voice,692,"Vartak Nagar Cell Site A, Thane"
KK-CDR-000120,KK00010,Hitesh Desai,7045000010,KK00182,Dnyaneshwar Shinde,9422000182,2025-01-06 06:45:36,6,voice,210,"Guhagar Cell Site A, Ratnagiri"
KK-CDR-000121,KK00206,Rakesh Shah,9323000206,KK00191,Javed Naik,9323000191,2025-01-06 21:29:42,6,voice,171,"Dongri Cell Site B, Mumbai City"
KK-CDR-000122,KK00060,Mangesh Tandel,9820000060,KK00065,Dnyaneshwar Bhandari,8976000065,2025-01-06 10:24:10,6,voice,207,"Kurla Cell Site A, Mumbai Suburban"
KK-CDR-000123,KK00066,Hanif Chavan,9833000066,KK00053,Pravin Bhatkar,9833000053,2025-01-06 21:48:41,6,voice,757,"LT Marg Cell Site B, Mumbai City"
KK-CDR-000124,KK00003,Deepak Pawar,9167000003,KK00032,Dattatray Mehta,9860000032,2025-01-07 13:28:28,7,voice,614,"Guhagar Cell Site B, Ratnagiri"
KK-CDR-000125,KK00024,Nilesh Parekh,9422000024,KK00014,Anil Tandel,8655000014,2025-01-07 11:49:18,7,voice,238,"Khopoli Cell Site B, Raigad (Uran / JNPT)"
KK-CDR-000126,KK00012,Bhavesh Parekh,9860000012,KK00031,Anil Chavan,8655000031,2025-01-07 09:43:32,7,voice,750,"Panvel Taluka Cell Site B, Raigad (Uran / JNPT)"
KK-CDR-000127,KK00011,Yogesh Kadam,7045000011,KK00010,Hitesh Desai,7045000010,2025-01-07 13:25:35,7,voice,274,"Uran Cell Site A, Raigad (Uran / JNPT)"
KK-CDR-000128,KK00018,Suhas Sanghvi,9167000018,KK00209,Jitendra Kadam,7045000209,2025-01-07 10:53:50,7,voice,824,"Dapoli Cell Site B, Ratnagiri"
KK-CDR-000129,KK00047,Santosh Thakur,9833000047,KK00063,Sameer Koli,9323000063,2025-01-07 07:00:03,7,voice,280,"Sakinaka Cell Site A, Mumbai Suburban"
KK-CDR-000130,KK00016,Anil Tandel,9167000016,KK00001,Nilesh Khatib,8655000001,2025-01-07 22:02:02,7,voice,651,"Guhagar Cell Site B, Ratnagiri"
KK-CDR-000131,KK00224,Sachin Pawar,9833000224,KK00301,Mahesh Salvi,9930000301,2025-01-07 16:21:00,7,voice,873,"Ghatkopar Cell Site B, Mumbai Suburban"
KK-CDR-000132,KK00058,Dattatray Patil,9833000058,KK00040,Rajan Ansari,9930000040,2025-01-07 12:01:27,7,voice,299,"LT Marg Cell Site B, Mumbai City"
KK-CDR-000133,KK00043,Vinod Mehta,9323000043,KK00049,Santosh Zaveri,9833000049,2025-01-07 10:00:21,7,voice,591,"Andheri Cell Site A, Mumbai Suburban"
KK-CDR-000134,KK00070,Hanif Kadam,9323000070,KK00085,Prakash Shaikh,9820000085,2025-01-07 07:36:14,7,voice,424,"Wagle Estate Cell Site A, Thane"
KK-CDR-000135,KK00003,Deepak Pawar,9167000003,KK00014,Anil Tandel,8655000014,2025-01-07 22:57:34,7,voice,190,"Harnai Coastal Cell Site B, Ratnagiri"
KK-CDR-000136,KK00005,Kishor Ansari,8655000005,KK00006,Salim Parab,8655000006,2025-01-07 16:19:54,7,voice,548,"Palghar Cell Site B, Palghar"
KK-CDR-000137,KK00073,Mangesh Naik,9323000073,KK00137,Pravin Zaveri,9930000137,2025-01-08 10:33:15,8,voice,282,"Wagle Estate Cell Site A, Thane"
KK-CDR-000138,KK00024,Nilesh Parekh,9422000024,KK00008,Vilas Tandel,9860000008,2025-01-08 21:41:23,8,voice,757,"Khopoli Cell Site B, Raigad (Uran / JNPT)"
KK-CDR-000139,KK00281,Hanif Gaikwad,9833000281,KK00321,Salim Gaikwad,9930000321,2025-01-08 18:57:13,8,voice,825,"Faraskhana Cell Site A, Pune"
KK-CDR-000140,KK00066,Hanif Chavan,9833000066,KK00198,Ashok Khatib,9833000198,2025-01-08 12:35:54,8,voice,488,"Pydhonie Cell Site A, Mumbai City"
KK-CDR-000141,KK00089,Ganesh Naik,8976000089,KK00094,Iqbal Patil,9833000094,2025-01-08 14:07:10,8,voice,599,"Kapurbawdi Cell Site A, Thane"
KK-CDR-000142,KK00090,Arif Mhatre,9930000090,KK00094,Iqbal Patil,9833000094,2025-01-08 06:32:42,8,voice,891,"Wagle Estate Cell Site B, Thane"
KK-CDR-000143,KK00028,Sameer Kulkarni,9422000028,KK00030,Vilas Khatib,8655000030,2025-01-08 10:26:40,8,voice,723,"Vasai Cell Site B, Palghar"
KK-CDR-000144,KK00084,Vinod Deshmukh,9833000084,KK00092,Suhas Parekh,9930000092,2025-01-08 23:01:07,8,voice,168,"Vartak Nagar Cell Site A, Thane"
KK-CDR-000145,KK00088,Rajan Sawant,9323000088,KK00090,Arif Mhatre,9930000090,2025-01-08 13:53:01,8,voice,267,"Kapurbawdi Cell Site A, Thane"
KK-CDR-000146,KK00046,Shabbir Shaikh,9820000046,KK00066,Hanif Chavan,9833000066,2025-01-08 16:56:02,8,voice,434,"VP Road Cell Site B, Mumbai City"
KK-CDR-000147,KK00043,Vinod Mehta,9323000043,KK00063,Sameer Koli,9323000063,2025-01-08 22:43:26,8,voice,481,"Ghatkopar Cell Site B, Mumbai Suburban"
KK-CDR-000148,KK00064,Anil Khatib,9820000064,KK00042,Shabbir Jadhav,9930000042,2025-01-08 14:52:56,8,voice,888,"Pydhonie Cell Site B, Mumbai City"
KK-CDR-000149,KK00044,Ashok Sayyed,9833000044,KK00050,Shirish Patil,9833000050,2025-01-08 19:37:16,8,voice,259,"Pydhonie Cell Site B, Mumbai City"
KK-CDR-000150,KK00055,Vilas Shinde,8976000055,KK00038,Iqbal Mehta,9820000038,2025-01-08 15:00:35,8,voice,491,"LT Marg Cell Site B, Mumbai City"
KK-CDR-000151,KK00069,Imtiaz Kadam,9323000069,KK00092,Suhas Parekh,9930000092,2025-01-08 09:42:52,8,voice,265,"Wagle Estate Cell Site A, Thane"
